ClientID,Business_Size,Sales_M1,Sales_M2,Sales_M3,Sales_M4,Sales_M5,Sales_M6,Sales_M7,Sales_M8,Sales_M9,Sales_M10,Sales_M11,Sales_M12,Purchases_M1,Purchases_M2,Purchases_M3,Purchases_M4,Purchases_M5,Purchases_M6,Purchases_M7,Purchases_M8,Purchases_M9,Purchases_M10,Purchases_M11,Purchases_M12,Decl_Sales_M1,Decl_Sales_M2,Decl_Sales_M3,Decl_Sales_M4,Decl_Sales_M5,Decl_Sales_M6,Decl_Sales_M7,Decl_Sales_M8,Decl_Sales_M9,Decl_Sales_M10,Decl_Sales_M11,Decl_Sales_M12,Decl_Purchases_M1,Decl_Purchases_M2,Decl_Purchases_M3,Decl_Purchases_M4,Decl_Purchases_M5,Decl_Purchases_M6,Decl_Purchases_M7,Decl_Purchases_M8,Decl_Purchases_M9,Decl_Purchases_M10,Decl_Purchases_M11,Decl_Purchases_M12,CreditGrade
C083,micro,390415,377020,344403,388088,398624,338664,329532,327953,341158,360408,389685,346911,264764,233424,228077,280636,259782,249724,206984,198117,216832,255156,249548,237619,384637,365145,340796,377949,387859,329412,329158,316340,332032,360096,389640,335545,230579,223285,216342,264270,240294,249696,198895,195041,202123,245835,235433,209358,A
C084,micro,228097,193568,207206,203909,198703,212649,215885,184302,225154,253032,196368,223739,139396,145058,135397,148022,138240,134276,161215,114408,153776,161943,127002,145352,220304,192180,200253,199818,193386,205800,208514,181993,225105,245792,192961,215866,119394,126734,123882,134194,118752,126720,148829,104312,141125,151075,125760,129314,A
C085,micro,301323,249783,283051,239635,246815,247794,297341,307943,300061,273852,264935,264694,193605,166848,184163,144203,162785,174291,215656,199352,212407,185055,173565,166081,295738,240108,278506,237489,239151,244089,290351,303275,290934,266263,257074,255099,179786,163513,168131,127329,162531,150771,183360,187503,211711,175915,163761,148936,A
C086,micro,148424,136053,151137,129994,125065,163833,142696,156521,150722,137702,150260,150970,107304,82799,97638,81477,82504,120155,91772,109868,109805,88328,101838,103682,143445,134628,148730,125052,121793,161675,138150,151126,147332,133832,150243,150355,103504,72997,91260,78207,81870,110980,89440,98429,97426,81401,98260,100378,A
C087,micro,499938,465477,546881,494251,486884,505816,432713,526914,461147,436919,534485,459179,319966,297935,408199,301166,322747,330140,265436,331747,341769,262844,335612,343384,486745,452938,539311,474916,471149,504855,428398,510620,454467,420000,521918,458207,308512,273892,368912,268269,282273,312750,253490,319486,338380,247792,320436,302547,A
C088,micro,299508,279740,302000,300412,257484,294475,274407,249534,301842,277316,258103,243626,205827,172614,215985,194332,179441,178129,171493,165827,191420,206585,189897,177811,287913,277496,300866,296854,249550,287542,274172,242837,296959,272167,252539,236082,203374,162538,190718,166327,167272,153820,166813,157956,189577,178384,161793,156903,A
C089,micro,159544,161794,161131,165708,164268,149286,162760,153549,161957,174078,169730,156909,98165,106923,112763,102864,119023,92330,112006,93583,109251,128689,122359,98815,155366,158783,160993,162414,159981,144585,157405,148046,156694,167396,164569,154061,86500,106806,101219,93844,117963,80888,104876,84012,99557,121382,118507,92557,A
C090,micro,115236,113225,132475,107741,127935,108132,138927,133027,107854,113793,123224,107777,83413,76485,93148,76920,89087,71124,85026,95929,77840,69144,84918,80319,115172,112409,130832,106118,125884,106754,138031,130154,105903,113595,119694,105554,81075,71974,88050,70190,86164,63701,81961,87294,74963,65020,77803,75448,A
C091,micro,189330,193691,217425,183706,199158,232579,200393,206255,177556,181345,205423,201769,115896,118040,149442,128664,119774,154267,132121,126018,127050,113958,137675,140786,181819,186470,215225,177515,195452,229568,196542,202290,173762,175866,204696,194567,106886,113591,135656,123877,115455,137790,125649,110434,120798,101933,127555,125028,A
C092,small,1543948,1296328,1614478,1351558,1731530,1628411,1742688,1705889,1748942,1573204,1408011,1582573,1019788,933218,1175946,956104,1242403,1189587,1090303,1136222,1252260,1161052,919265,977805,1505255,1253936,1550402,1347058,1714387,1570288,1720135,1674428,1715707,1548945,1392477,1523582,938276,857837,1144822,865577,1126506,1023093,976028,1114333,1155693,1023474,799974,843828,A
C093,micro,402943,358720,391593,353053,333064,305371,337432,376774,399143,338866,383644,391597,294316,218065,268382,233298,239932,219197,241873,231294,296914,246218,245821,263007,394522,353767,379079,344229,323453,297123,331480,374670,398312,331475,375445,390455,255800,191127,246957,231428,224773,186366,207093,211243,284469,238805,232652,227207,A
C094,small,1256938,1519091,1099562,1225723,1224669,1335585,1331741,1381215,1322350,1355601,1255080,1445237,811173,1087607,716544,914696,739964,906475,938928,890695,805502,941017,850314,870835,1213882,1497048,1092725,1196688,1211471,1293203,1279751,1333897,1294775,1312344,1218425,1388415,718631,1067480,637793,904691,729766,811363,860307,848879,750703,927575,802142,861649,A
C095,micro,139499,142321,147636,136865,134263,155168,142199,135926,173354,123264,137886,135120,89058,94002,106951,90033,85224,105482,92012,82580,111893,88749,88192,85403,136372,142257,143795,136351,130863,151161,139092,130517,170474,118653,133163,131408,87987,83837,94725,82969,80569,103141,83583,80130,100365,76858,82829,73168,A
C096,micro,435036,472407,464127,427369,440165,462236,415104,422649,388351,463096,430108,443234,263392,311734,330471,311229,307324,344340,289140,300774,281477,278271,292475,327161,420824,472160,454280,419783,426980,451811,412201,416512,385602,449821,420658,428604,225661,296122,297080,276642,295698,328629,287660,270768,276804,254386,289521,315798,A
C097,small,1676300,1882404,1833000,2106421,1857214,1773592,1843052,1797338,2054738,1909228,1904308,1895565,1046214,1161111,1213946,1359081,1152385,1267780,1272408,1244708,1438352,1357706,1258472,1187023,1620813,1831928,1806414,2101445,1802846,1708682,1842783,1725942,2049523,1860580,1890682,1829365,954635,1137813,1065768,1290671,1065470,1109481,1256702,1107198,1386050,1333689,1117355,1161403,A
C098,small,1365212,1192676,1158815,1263633,1113153,1104431,1201725,1239897,1144207,1086651,1246810,1300487,990865,892578,767473,890310,828174,735383,844780,799204,854366,765000,754031,805862,1325036,1187281,1152249,1245955,1105014,1084482,1178699,1220205,1106510,1085330,1205271,1272878,919588,865865,765714,852651,756867,632422,727960,681444,782406,669251,663887,685638,A
C099,micro,275745,298320,266300,268146,285925,287445,267196,218559,266032,284420,270142,279476,169319,215386,168236,183185,184090,207657,193505,138400,185351,174713,178766,171746,266304,288920,260725,258253,277176,276023,266113,214645,257174,283611,265194,268764,157252,203760,163205,178649,163453,206668,178012,123122,172823,158395,157414,169568,A
C100,micro,191433,171727,189026,182476,178367,160263,172609,178842,168844,181368,167083,186719,127256,127250,136599,118686,111714,105120,103713,114077,121458,109236,115259,128943,184581,167481,181740,181676,178231,154237,171854,175815,167105,178685,164289,179403,112177,118559,131868,105346,99747,102793,103324,112106,109789,102663,104104,116181,A
C101,micro,329086,319166,322781,298963,285985,321673,257266,324966,319780,292344,311432,288175,233437,204725,226850,202601,173671,199656,161575,243448,216843,200787,221186,196332,327942,316714,315073,291276,285446,313228,255878,322760,313872,291437,300185,277833,222985,201361,198252,180586,165139,174628,154337,224737,206456,186377,189448,173477,A
C102,micro,384173,328116,391023,363578,339747,328604,350510,290773,381769,353509,340453,322763,277215,213281,265052,232415,210521,203197,239310,175746,263580,251922,216992,203228,377626,326827,383456,354870,333190,327781,348413,281184,374437,346520,331582,310767,259583,194140,261530,225752,183113,194506,215858,165581,235409,251377,193303,197722,A
C103,micro,132339,124438,117251,152301,132822,132838,118330,121905,134328,127115,138452,144780,92750,74812,76270,99543,89377,97203,84398,84672,88183,87522,98384,99814,127535,121462,115326,146913,129571,127842,116361,117842,130825,124176,134296,143447,86508,63885,73650,86003,85393,91072,79324,82859,82246,75475,94451,92835,A
C104,micro,145306,164068,159606,144798,179278,150249,148864,153551,164908,146214,133999,148558,96296,121346,99764,103377,110880,105224,104980,107284,118016,108236,89029,95043,140731,158910,156561,139614,172276,144916,144143,147771,162541,143917,133630,144261,90736,115057,89574,89026,105972,102941,94027,94873,105479,104654,81351,81755,A
C105,micro,188445,201028,216173,198027,175524,207612,191189,196801,227365,241275,208971,215294,130902,131786,147088,123960,109684,128007,124059,144572,155123,153501,135664,148195,186901,196856,212509,194780,174105,205770,188640,192953,223148,233296,206261,214503,121782,115659,127040,115984,106799,111825,117707,124880,153925,132681,124053,139904,A
C106,micro,562474,441442,496746,504954,434424,456347,489208,486298,540098,481821,423040,476474,372823,302211,327220,341863,306018,341974,338102,351575,341299,309673,281809,312282,542134,428498,481136,501196,433167,446629,470348,479191,536252,467867,415002,460870,337409,280440,307394,332930,261921,323258,332244,347754,317246,298569,277739,268164,A
C107,micro,343673,400262,360236,376215,378920,386027,407604,344297,362474,409420,343736,388988,246913,289293,223302,277982,232437,263424,249557,230360,238418,275663,230677,248445,343616,390407,352031,374958,377907,385492,399864,342891,355669,402911,339761,388785,221999,275733,221150,238246,216571,251498,222302,226915,215543,273197,217476,236319,A
C108,micro,60096,66636,71395,71478,62370,66097,62937,55287,65957,70200,72360,69513,38653,40949,49937,44403,43445,41621,43715,38605,46666,47664,43500,42139,58359,66434,69409,71299,62084,64672,61535,55137,64995,69103,70944,67276,35736,35400,48478,42984,41708,35485,38764,33714,45284,43612,39335,40353,A
C109,micro,250732,284458,287099,292246,276764,269535,267288,252948,267752,263729,288901,269133,161398,194588,192033,176146,205445,174287,194115,152619,183986,182138,210099,174191,250168,281511,285976,290688,275668,266554,262232,250572,259409,261076,286230,262443,146037,189137,167239,166352,203061,155678,193764,131852,176251,180697,199526,150505,A
C110,micro,385178,303424,378628,378102,349910,358257,322249,347057,304229,323710,340109,273412,232343,207520,231585,249982,226432,256363,222401,229961,197829,195442,208633,199075,377337,294317,375013,371148,341310,353157,311572,343020,292549,318530,329271,265198,211401,198613,224375,246040,199958,218407,214422,201768,191703,193998,177459,196037,A
C111,micro,141176,122497,118138,121447,125485,122509,118663,114140,128491,120131,111551,133885,94579,75673,72193,89278,90235,88952,85708,85450,88221,86743,73980,80882,138094,118113,117274,119979,123303,118952,118655,110204,126514,117657,108896,132428,84972,68869,64818,88571,89135,86468,73290,84724,87565,84226,68224,80479,A
C112,micro,353922,351274,347376,354150,319217,330827,324418,366511,372593,323441,340699,315126,220965,226048,210771,230137,226797,240141,229170,230264,278644,212889,230133,225167,349444,347367,336457,350794,307409,325678,316965,355286,365872,317967,334540,304474,208787,195842,182782,212744,205611,239387,219314,197845,274476,211209,224239,196596,A
C113,small,420529,457397,432760,390673,417919,466133,462388,464632,459446,449891,437872,429425,259159,329059,313702,249992,303202,316886,313285,285650,338993,314923,274203,271677,411578,447076,430844,378525,411049,452656,453616,450867,450789,437512,429888,416406,223949,289052,273718,246034,271400,282323,266597,268426,328536,295963,258367,266384,A
C114,micro,440168,469151,417603,485766,443247,401847,409426,464937,394913,396794,416530,447493,269608,328631,277742,306406,326448,255519,246920,323210,294028,282909,302088,298072,431582,450767,406699,485527,440376,392283,399833,452424,386390,392257,413098,442767,268494,315231,244679,261072,282042,225505,223792,315715,263051,267860,292373,265523,A
C115,micro,413399,313260,342041,384073,422623,402345,408217,372557,299799,395840,372841,353465,309779,194654,213076,242324,312932,289811,300589,277575,214869,290523,241152,237829,408573,311960,338979,372678,410232,387359,395459,364747,289080,395392,359655,344714,290662,176743,195877,209496,296738,276965,291885,239471,194059,286243,204992,211903,A
C116,micro,206452,197217,208155,206031,231888,203030,205809,201262,204468,201584,213184,226495,153137,147597,149759,129266,147320,128720,130408,126592,139711,130043,152531,144668,199358,190568,201631,199116,223893,202462,202129,195913,202795,195707,206446,218957,144648,129266,139917,121188,137197,122452,124657,115825,135181,121120,138975,123521,A
C117,micro,190734,180487,186212,185270,197510,198489,191572,174331,193931,160642,185189,178708,116658,132299,138845,134208,141820,140839,143202,117907,142783,110807,126298,127402,183880,173503,184369,180559,190076,193098,189237,173336,186723,157005,182922,177386,114055,115991,132524,124148,136048,134844,125750,111025,137841,97734,125982,121959,A
C118,small,1340988,1302773,1305508,1176881,1506879,1319344,1321562,1396417,1360205,1308004,1259989,1372028,935873,917371,841432,712547,1127141,809271,889220,922455,968312,845734,756742,891136,1332985,1273176,1304972,1136260,1448504,1276253,1288359,1370504,1339256,1280311,1221953,1321878,929451,877419,815485,652936,1099646,692509,845281,807618,956976,746206,692911,801721,A
C119,small,1205962,1076336,1096850,1160918,1137693,1097055,1156361,1050750,1100975,1262734,1119723,1136271,784823,733496,749067,821421,778903,756799,830448,766651,793508,807684,769018,704923,1185467,1035122,1088684,1127773,1135277,1089418,1112061,1025304,1070375,1250995,1078429,1113538,716064,702312,710109,739627,702263,671608,772583,724158,699349,701361,713542,610590,A
C120,micro,271241,332736,294955,279587,251179,289932,276664,278547,310683,300884,290211,277744,186972,249278,201027,170759,156008,182974,186977,189498,211177,191043,200485,195930,261114,322576,285032,279288,248268,279296,271666,268992,299588,296282,289188,276692,161905,224577,178783,151924,136830,157136,181837,174056,203305,184925,172347,180103,A
C121,micro,138195,139743,141020,158562,163564,149099,144682,152141,164656,129469,149502,142627,91325,95737,89811,100506,99077,102453,104806,108932,122182,91981,104800,101519,135496,136776,139012,157425,157973,143243,141094,148614,163217,128723,147776,137239,85767,90794,77328,86526,84481,90850,96883,98931,104998,90157,95676,93436,A
C122,micro,356135,317291,416335,324503,325459,377791,383409,339176,321930,279964,358052,343338,215171,201675,284704,204594,223021,274663,278406,225790,226819,206171,232539,215560,345209,315178,399857,314846,314664,362912,372146,336833,319800,278494,357957,330292,186415,171911,279736,180069,204152,258578,270484,223589,218341,176372,225716,215067,A
C123,micro,182810,157221,170488,202380,144059,172629,196867,166367,169054,177408,200091,169626,114690,98470,115886,137573,100144,125573,139513,115069,119752,115039,130913,107583,177645,154900,164297,197796,140779,169133,192345,161791,165175,176652,199644,166246,108221,85408,104019,125497,98136,111454,128695,114819,111121,108359,113645,104781,A
C124,micro,344202,456912,340213,362379,354085,435883,413911,363263,355708,393282,394960,383254,230664,283754,206274,256999,245147,320552,287004,232132,243065,259860,245374,263166,337683,455789,339653,362154,343193,420140,401423,358770,344289,390600,384630,375804,218940,280929,177403,247242,222727,298230,246555,228349,234966,247002,235623,249891,A
C125,micro,70141,77885,77802,73443,59902,77115,73416,92202,70523,73438,76508,83150,47874,56643,48537,47349,43289,57581,54326,59614,47405,48280,55938,54424,68415,74879,76665,70532,57978,76747,70486,88917,69459,73436,75183,81447,41446,52611,43324,44923,43221,54508,48647,51936,43765,42250,49872,47060,A
C126,micro,101960,119748,102583,108569,108357,83343,112136,112021,109366,107048,120218,90806,68748,85900,72609,71498,77022,62069,78699,79914,75136,66789,88038,67765,100467,118620,100511,105084,108012,81212,108365,107651,108537,103695,116919,87767,60961,82871,61866,61911,70377,58051,68755,74042,71318,59505,77914,63875,A
C127,micro,71043,64461,63385,68563,77405,65422,66220,79059,64793,69097,72845,67505,43630,44796,40562,50563,47924,39926,46411,49836,43559,43918,52369,44000,70912,63430,61844,67572,77038,63334,65154,77239,62722,66782,71351,64900,39772,43850,36890,44815,47468,38457,46373,43220,38067,41946,48630,38552,A
C128,small,789099,672415,774796,825982,700046,726752,707078,727653,660219,783118,757063,633626,558114,497397,476742,583126,523548,496998,487038,517572,477465,484633,557306,434652,780615,653621,745869,798330,675790,716750,690773,727208,644466,759781,733336,629669,532231,437925,455811,568987,503565,478317,430413,458694,468702,475200,524786,382909,A
